Timestamp,DL_bitrate,UL_bitrate,Throughput,OT,date
2020.01.16_11.12.27,2244608,12499025.92,14743633.92,14743633.92,2020.01.16_11.12.27
2020.01.16_11.12.29,3170304,0,3170304,3170304,2020.01.16_11.12.29
2020.01.16_11.12.29,6602752,0,6602752,6602752,2020.01.16_11.12.29
2020.01.16_11.12.30,7217152,27598520.32,34815672.32,34815672.32,2020.01.16_11.12.30
2020.01.16_11.12.31,7086080,13841203.2,20927283.2,20927283.2,2020.01.16_11.12.31
2020.01.16_11.12.32,7118848,15435038.72,22553886.72,22553886.72,2020.01.16_11.12.32
2020.01.16_11.12.33,9395240.96,15183380.48,24578621.44,24578621.44,2020.01.16_11.12.33
2020.01.16_11.12.34,12331253.76,15602810.88,27934064.64,27934064.64,2020.01.16_11.12.34
2020.01.16_11.12.35,13589544.96,0,13589544.96,13589544.96,2020.01.16_11.12.35
2020.01.16_11.12.36,8640266.24,20384317.44,29024583.68,29024583.68,2020.01.16_11.12.36
2020.01.16_11.12.38,3096576,25753026.56,28849602.56,28849602.56,2020.01.16_11.12.38
2020.01.16_11.12.39,463667.2,33722204.16,34185871.36,34185871.36,2020.01.16_11.12.39
2020.01.16_11.12.40,13505658.88,14344519.68,27850178.56,27850178.56,2020.01.16_11.12.40
2020.01.16_11.12.41,3268608,15099494.4,18368102.4,18368102.4,2020.01.16_11.12.41
2020.01.16_11.12.42,496435.2,11324620.8,11821056,11821056,2020.01.16_11.12.42
2020.01.16_11.12.43,3817472,7962624,11780096,11780096,2020.01.16_11.12.43
2020.01.16_11.12.43,991232,3497984,4489216,4489216,2020.01.16_11.12.43
2020.01.16_11.12.44,1884160,5070848,6955008,6955008,2020.01.16_11.12.44
2020.01.16_11.12.45,23655874.56,9898557.44,33554432,33554432,2020.01.16_11.12.45
2020.01.16_11.12.47,25249710.08,10653532.16,35903242.24,35903242.24,2020.01.16_11.12.47
2020.01.16_11.12.48,6103040,10485760,16588800,16588800,2020.01.16_11.12.48
2020.01.16_11.12.49,7487488,16441671.68,23929159.68,23929159.68,2020.01.16_11.12.49
2020.01.16_11.12.50,9814671.36,0,9814671.36,9814671.36,2020.01.16_11.12.50
2020.01.16_11.12.51,9898557.44,4538368,14436925.44,14436925.44,2020.01.16_11.12.51
2020.01.16_11.12.52,8339456,7905280,16244736,16244736,2020.01.16_11.12.52
2020.01.16_11.12.53,2908160,14847836.16,17755996.16,17755996.16,2020.01.16_11.12.53
2020.01.16_11.12.56,7135232,13757317.12,20892549.12,20892549.12,2020.01.16_11.12.56
2020.01.16_11.12.56,11072962.56,15435038.72,26508001.28,26508001.28,2020.01.16_11.12.56
2020.01.16_11.12.57,3276800,5464064,8740864,8740864,2020.01.16_11.12.57
2020.01.16_11.12.58,6955008,9059696.64,16014704.64,16014704.64,2020.01.16_11.12.58
2020.01.16_11.12.59,5562368,10989076.48,16551444.48,16551444.48,2020.01.16_11.12.59
2020.01.16_11.13.00,7094272,15015608.32,22109880.32,22109880.32,2020.01.16_11.13.00
2020.01.16_11.13.01,3039232,14344519.68,17383751.68,17383751.68,2020.01.16_11.13.01
2020.01.16_11.13.02,1769472,2891776,4661248,4661248,2020.01.16_11.13.02
2020.01.16_11.13.04,64716.8,4907008,4971724.8,4971724.8,2020.01.16_11.13.04
2020.01.16_11.13.05,3350528,20216545.28,23567073.28,23567073.28,2020.01.16_11.13.05
2020.01.16_11.13.06,6004736,15686696.96,21691432.96,21691432.96,2020.01.16_11.13.06
2020.01.16_11.13.07,7667712,14763950.08,22431662.08,22431662.08,2020.01.16_11.13.07
2020.01.16_11.13.09,1630208,12918456.32,14548664.32,14548664.32,2020.01.16_11.13.09
2020.01.16_11.13.10,1982464,25081937.92,27064401.92,27064401.92,2020.01.16_11.13.10
2020.01.16_11.13.10,1941504,22145925.12,24087429.12,24087429.12,2020.01.16_11.13.10
2020.01.16_11.13.11,3981312,15183380.48,19164692.48,19164692.48,2020.01.16_11.13.11
2020.01.16_11.13.13,3538944,22062039.04,25600983.04,25600983.04,2020.01.16_11.13.13
2020.01.16_11.13.14,6742016,15351152.64,22093168.64,22093168.64,2020.01.16_11.13.14
2020.01.16_11.13.15,5824512,9898557.44,15723069.44,15723069.44,2020.01.16_11.13.15
2020.01.16_11.13.16,1302528,3293184,4595712,4595712,2020.01.16_11.13.16
2020.01.16_11.13.17,5578752,15183380.48,20762132.48,20762132.48,2020.01.16_11.13.17
2020.01.16_11.13.18,8640266.24,7159808,15800074.24,15800074.24,2020.01.16_11.13.18
2020.01.16_11.13.19,3514368,15435038.72,18949406.72,18949406.72,2020.01.16_11.13.19
2020.01.16_11.13.21,7471104,26256343.04,33727447.04,33727447.04,2020.01.16_11.13.21
2020.01.16_11.13.23,3637248,13421772.8,17059020.8,17059020.8,2020.01.16_11.13.23
2020.01.16_11.13.24,3637248,13337886.72,16975134.72,16975134.72,2020.01.16_11.13.24
2020.01.16_11.13.24,9479127.04,0,9479127.04,9479127.04,2020.01.16_11.13.24
2020.01.16_11.13.25,13505658.88,5619712,19125370.88,19125370.88,2020.01.16_11.13.25
2020.01.16_11.13.26,8142848,5316608,13459456,13459456,2020.01.16_11.13.26
2020.01.16_11.13.28,7315456,4120576,11436032,11436032,2020.01.16_11.13.28
2020.01.16_11.13.29,8556380.16,19713228.8,28269608.96,28269608.96,2020.01.16_11.13.29
2020.01.16_11.13.30,3907584,7192576,11100160,11100160,2020.01.16_11.13.30
2020.01.16_11.13.31,7315456,3948544,11264000,11264000,2020.01.16_11.13.31
2020.01.16_11.13.32,20048773.12,32715571.2,52764344.32,52764344.32,2020.01.16_11.13.32
2020.01.16_11.13.33,5144576,29108469.76,34253045.76,34253045.76,2020.01.16_11.13.33
2020.01.16_11.13.34,5873664,15015608.32,20889272.32,20889272.32,2020.01.16_11.13.34
2020.01.16_11.13.37,4710400,7192576,11902976,11902976,2020.01.16_11.13.37
2020.01.16_11.13.38,5455872,6004736,11460608,11460608,2020.01.16_11.13.38
2020.01.16_11.13.38,6979584,9814671.36,16794255.36,16794255.36,2020.01.16_11.13.38
2020.01.16_11.13.39,3178496,21894266.88,25072762.88,25072762.88,2020.01.16_11.13.39
2020.01.16_11.13.40,4907008,7249920,12156928,12156928,2020.01.16_11.13.40
2020.01.16_11.13.41,6815744,20048773.12,26864517.12,26864517.12,2020.01.16_11.13.41
2020.01.16_11.13.42,7249920,5586944,12836864,12836864,2020.01.16_11.13.42
2020.01.16_11.13.44,7110656,11744051.2,18854707.2,18854707.2,2020.01.16_11.13.44
2020.01.16_11.13.45,2359296,3145728,5505024,5505024,2020.01.16_11.13.45
2020.01.16_11.13.46,754483.2,9814671.36,10569154.56,10569154.56,2020.01.16_11.13.46
2020.01.16_11.13.47,528384,0,528384,528384,2020.01.16_11.13.47
2020.01.16_11.13.48,4849664,4628480,9478144,9478144,2020.01.16_11.13.48
2020.01.16_11.13.49,3964928,17783848.96,21748776.96,21748776.96,2020.01.16_11.13.49
2020.01.16_11.13.50,5898240,0,5898240,5898240,2020.01.16_11.13.50
2020.01.16_11.13.52,6340608,0,6340608,6340608,2020.01.16_11.13.52
2020.01.16_11.13.52,6856704,10066329.6,16923033.6,16923033.6,2020.01.16_11.13.52
2020.01.16_11.13.53,4505600,5890048,10395648,10395648,2020.01.16_11.13.53
2020.01.16_11.13.54,15938355.2,10905190.4,26843545.6,26843545.6,2020.01.16_11.13.54
2020.01.16_11.13.55,9143582.72,4767744,13911326.72,13911326.72,2020.01.16_11.13.55
2020.01.16_11.13.56,5210112,20719861.76,25929973.76,25929973.76,2020.01.16_11.13.56
2020.01.16_11.13.57,14512291.84,15267266.56,29779558.4,29779558.4,2020.01.16_11.13.57
2020.01.16_11.13.58,19042140.16,13757317.12,32799457.28,32799457.28,2020.01.16_11.13.58
2020.01.16_11.14.00,24746393.6,17616076.8,42362470.4,42362470.4,2020.01.16_11.14.00
2020.01.16_11.14.01,4055040,25165824,29220864,29220864,2020.01.16_11.14.01
2020.01.16_11.14.02,636518.4,5955584,6592102.4,6592102.4,2020.01.16_11.14.02
2020.01.16_11.14.03,334233.6,24326963.2,24661196.8,24661196.8,2020.01.16_11.14.03
2020.01.16_11.14.04,150732.8,10485760,10636492.8,10636492.8,2020.01.16_11.14.04
2020.01.16_11.14.05,1490944,8183808,9674752,9674752,2020.01.16_11.14.05
2020.01.16_11.14.06,5210112,9227468.8,14437580.8,14437580.8,2020.01.16_11.14.06
2020.01.16_11.14.07,9814671.36,17699962.88,27514634.24,27514634.24,2020.01.16_11.14.07
2020.01.16_11.14.08,9646899.2,18538823.68,28185722.88,28185722.88,2020.01.16_11.14.08
2020.01.16_11.14.09,8134656,7421952,15556608,15556608,2020.01.16_11.14.09
2020.01.16_11.14.10,9143582.72,12247367.68,21390950.4,21390950.4,2020.01.16_11.14.10
2020.01.16_11.14.11,4980736,7151616,12132352,12132352,2020.01.16_11.14.11
2020.01.16_11.14.12,7192576,8640266.24,15832842.24,15832842.24,2020.01.16_11.14.12
2020.01.16_11.14.13,7970816,9730785.28,17701601.28,17701601.28,2020.01.16_11.14.13
2020.01.16_11.14.14,5701632,17196646.4,22898278.4,22898278.4,2020.01.16_11.14.14
2020.01.16_11.14.16,8724152.32,14847836.16,23571988.48,23571988.48,2020.01.16_11.14.16
2020.01.16_11.14.17,8192000,21558722.56,29750722.56,29750722.56,2020.01.16_11.14.17
2020.01.16_11.14.18,9059696.64,39426457.6,48486154.24,48486154.24,2020.01.16_11.14.18
2020.01.16_11.14.18,17532190.72,29192355.84,46724546.56,46724546.56,2020.01.16_11.14.18
2020.01.16_11.14.19,11240734.72,11827937.28,23068672,23068672,2020.01.16_11.14.19
2020.01.16_11.14.19,18538823.68,14092861.44,32631685.12,32631685.12,2020.01.16_11.14.19
2020.01.16_11.14.20,1302528,16777216,18079744,18079744,2020.01.16_11.14.20
2020.01.16_11.14.21,884736,16022241.28,16906977.28,16906977.28,2020.01.16_11.14.21
2020.01.16_11.14.22,3268608,14344519.68,17613127.68,17613127.68,2020.01.16_11.14.22
2020.01.16_11.14.24,7454720,8975810.56,16430530.56,16430530.56,2020.01.16_11.14.24
2020.01.16_11.14.25,3031040,8808038.4,11839078.4,11839078.4,2020.01.16_11.14.25
2020.01.16_11.14.26,4161536,17532190.72,21693726.72,21693726.72,2020.01.16_11.14.26
2020.01.16_11.14.27,647168,13170114.56,13817282.56,13817282.56,2020.01.16_11.14.27
2020.01.16_11.14.28,4988928,13589544.96,18578472.96,18578472.96,2020.01.16_11.14.28
2020.01.16_11.14.29,7340032,6586368,13926400,13926400,2020.01.16_11.14.29
2020.01.16_11.14.32,7217152,11492392.96,18709544.96,18709544.96,2020.01.16_11.14.32
2020.01.16_11.14.33,2547712,14512291.84,17060003.84,17060003.84,2020.01.16_11.14.33
2020.01.16_11.14.33,4882432,7200768,12083200,12083200,2020.01.16_11.14.33
2020.01.16_11.14.34,10737418.24,15770583.04,26508001.28,26508001.28,2020.01.16_11.14.34
2020.01.16_11.14.35,13002342.4,9814671.36,22817013.76,22817013.76,2020.01.16_11.14.35
2020.01.16_11.14.36,11827937.28,6610944,18438881.28,18438881.28,2020.01.16_11.14.36
2020.01.16_11.14.37,9982443.52,2932736,12915179.52,12915179.52,2020.01.16_11.14.37
2020.01.16_11.14.39,18706595.84,7733248,26439843.84,26439843.84,2020.01.16_11.14.39
2020.01.16_11.14.40,18287165.44,8556380.16,26843545.6,26843545.6,2020.01.16_11.14.40
2020.01.16_11.14.41,14931722.24,12499025.92,27430748.16,27430748.16,2020.01.16_11.14.41
2020.01.16_11.14.42,13002342.4,18035507.2,31037849.6,31037849.6,2020.01.16_11.14.42
2020.01.16_11.14.43,13589544.96,13337886.72,26927431.68,26927431.68,2020.01.16_11.14.43
2020.01.16_11.14.44,18706595.84,15518924.8,34225520.64,34225520.64,2020.01.16_11.14.44
2020.01.16_11.14.46,16693329.92,11408506.88,28101836.8,28101836.8,2020.01.16_11.14.46
2020.01.16_11.14.47,20132659.2,7610368,27743027.2,27743027.2,2020.01.16_11.14.47
2020.01.16_11.14.47,23236444.16,4546560,27783004.16,27783004.16,2020.01.16_11.14.47
2020.01.16_11.14.48,2973696,9814671.36,12788367.36,12788367.36,2020.01.16_11.14.48
2020.01.16_11.14.49,8241152,18622709.76,26863861.76,26863861.76,2020.01.16_11.14.49
2020.01.16_11.14.50,10150215.68,0,10150215.68,10150215.68,2020.01.16_11.14.50
2020.01.16_11.14.51,8183808,4603904,12787712,12787712,2020.01.16_11.14.51
2020.01.16_11.14.53,12750684.16,6897664,19648348.16,19648348.16,2020.01.16_11.14.53
2020.01.16_11.14.54,5750784,7561216,13312000,13312000,2020.01.16_11.14.54
2020.01.16_11.14.55,9646899.2,11744051.2,21390950.4,21390950.4,2020.01.16_11.14.55
2020.01.16_11.14.56,4014080,0,4014080,4014080,2020.01.16_11.14.56
2020.01.16_11.14.57,10066329.6,5414912,15481241.6,15481241.6,2020.01.16_11.14.57
2020.01.16_11.14.58,3366912,5431296,8798208,8798208,2020.01.16_11.14.58
2020.01.16_11.14.59,1400832,18706595.84,20107427.84,20107427.84,2020.01.16_11.14.59
2020.01.16_11.15.01,3874816,10150215.68,14025031.68,14025031.68,2020.01.16_11.15.01
2020.01.16_11.15.01,3792896,13757317.12,17550213.12,17550213.12,2020.01.16_11.15.01
2020.01.16_11.15.02,7536640,11072962.56,18609602.56,18609602.56,2020.01.16_11.15.02
2020.01.16_11.15.03,7127040,18538823.68,25665863.68,25665863.68,2020.01.16_11.15.03
2020.01.16_11.15.04,3923968,31121735.68,35045703.68,35045703.68,2020.01.16_11.15.04
2020.01.16_11.15.05,4833280,30870077.44,35703357.44,35703357.44,2020.01.16_11.15.05
2020.01.16_11.15.07,4579328,35735470.08,40314798.08,40314798.08,2020.01.16_11.15.07
2020.01.16_11.15.08,8224768,15518924.8,23743692.8,23743692.8,2020.01.16_11.15.08
2020.01.16_11.15.09,7331840,19629342.72,26961182.72,26961182.72,2020.01.16_11.15.09
2020.01.16_11.15.10,4554752,22649241.6,27203993.6,27203993.6,2020.01.16_11.15.10
2020.01.16_11.15.11,9395240.96,15267266.56,24662507.52,24662507.52,2020.01.16_11.15.11
2020.01.16_11.15.14,6381568,23152558.08,29534126.08,29534126.08,2020.01.16_11.15.14
2020.01.16_11.15.15,7168000,16861102.08,24029102.08,24029102.08,2020.01.16_11.15.15
2020.01.16_11.15.15,9227468.8,22229811.2,31457280,31457280,2020.01.16_11.15.15
2020.01.16_11.15.16,5455872,23152558.08,28608430.08,28608430.08,2020.01.16_11.15.16
2020.01.16_11.15.17,7659520,22900899.84,30560419.84,30560419.84,2020.01.16_11.15.17
2020.01.16_11.15.18,7184384,26088570.88,33272954.88,33272954.88,2020.01.16_11.15.18
2020.01.16_11.15.20,7897088,5259264,13156352,13156352,2020.01.16_11.15.20
2020.01.16_11.15.21,8556380.16,5840896,14397276.16,14397276.16,2020.01.16_11.15.21
2020.01.16_11.15.22,2383872,4866048,7249920,7249920,2020.01.16_11.15.22
2020.01.16_11.15.23,4571136,5611520,10182656,10182656,2020.01.16_11.15.23
2020.01.16_11.15.24,7421952,2957312,10379264,10379264,2020.01.16_11.15.24
2020.01.16_11.15.26,8273920,6578176,14852096,14852096,2020.01.16_11.15.26
2020.01.16_11.15.28,10066329.6,3039232,13105561.6,13105561.6,2020.01.16_11.15.28
2020.01.16_11.15.29,1875968,6053888,7929856,7929856,2020.01.16_11.15.29
2020.01.16_11.15.29,2727936,6316032,9043968,9043968,2020.01.16_11.15.29
2020.01.16_11.15.30,2408448,6635520,9043968,9043968,2020.01.16_11.15.30
2020.01.16_11.15.31,4800512,6275072,11075584,11075584,2020.01.16_11.15.31
2020.01.16_11.15.33,3702784,5726208,9428992,9428992,2020.01.16_11.15.33
2020.01.16_11.15.34,1769472,7020544,8790016,8790016,2020.01.16_11.15.34
2020.01.16_11.15.35,2899968,6103040,9003008,9003008,2020.01.16_11.15.35
2020.01.16_11.15.36,3989504,3678208,7667712,7667712,2020.01.16_11.15.36
2020.01.16_11.15.37,4866048,6266880,11132928,11132928,2020.01.16_11.15.37
2020.01.16_11.15.38,5726208,6070272,11796480,11796480,2020.01.16_11.15.38
2020.01.16_11.15.39,2965504,7487488,10452992,10452992,2020.01.16_11.15.39
2020.01.16_11.15.42,5464064,10317987.84,15782051.84,15782051.84,2020.01.16_11.15.42
2020.01.16_11.15.42,6479872,4079616,10559488,10559488,2020.01.16_11.15.42
2020.01.16_11.15.43,10485760,7561216,18046976,18046976,2020.01.16_11.15.43
2020.01.16_11.15.44,9143582.72,8355840,17499422.72,17499422.72,2020.01.16_11.15.44
2020.01.16_11.15.45,6537216,6193152,12730368,12730368,2020.01.16_11.15.45
2020.01.16_11.15.46,3825664,11324620.8,15150284.8,15150284.8,2020.01.16_11.15.46
2020.01.16_11.15.47,6717440,4218880,10936320,10936320,2020.01.16_11.15.47
2020.01.16_11.15.49,13757317.12,7356416,21113733.12,21113733.12,2020.01.16_11.15.49
2020.01.16_11.15.50,11492392.96,6094848,17587240.96,17587240.96,2020.01.16_11.15.50
2020.01.16_11.15.51,9227468.8,6053888,15281356.8,15281356.8,2020.01.16_11.15.51
2020.01.16_11.15.52,10234101.76,5890048,16124149.76,16124149.76,2020.01.16_11.15.52
2020.01.16_11.15.53,7266304,6848512,14114816,14114816,2020.01.16_11.15.53
2020.01.16_11.15.54,5857280,6447104,12304384,12304384,2020.01.16_11.15.54
2020.01.16_11.15.55,8472494.08,4333568,12806062.08,12806062.08,2020.01.16_11.15.55
2020.01.16_11.15.56,7708672,4530176,12238848,12238848,2020.01.16_11.15.56
2020.01.16_11.15.57,10234101.76,7331840,17565941.76,17565941.76,2020.01.16_11.15.57
2020.01.16_11.15.58,11156848.64,6512640,17669488.64,17669488.64,2020.01.16_11.15.58
2020.01.16_11.15.59,12247367.68,5455872,17703239.68,17703239.68,2020.01.16_11.15.59
2020.01.16_11.16.00,14260633.6,7569408,21830041.6,21830041.6,2020.01.16_11.16.00
2020.01.16_11.16.01,5971968,7389184,13361152,13361152,2020.01.16_11.16.01
2020.01.16_11.16.03,7733248,4579328,12312576,12312576,2020.01.16_11.16.03
2020.01.16_11.16.04,12415139.84,8069120,20484259.84,20484259.84,2020.01.16_11.16.04
2020.01.16_11.16.05,9898557.44,5423104,15321661.44,15321661.44,2020.01.16_11.16.05
2020.01.16_11.16.06,6176768,2818048,8994816,8994816,2020.01.16_11.16.06
2020.01.16_11.16.07,9982443.52,4521984,14504427.52,14504427.52,2020.01.16_11.16.07
2020.01.16_11.16.09,12163481.6,9479127.04,21642608.64,21642608.64,2020.01.16_11.16.09
2020.01.16_11.16.10,14260633.6,3309568,17570201.6,17570201.6,2020.01.16_11.16.10
2020.01.16_11.16.10,13170114.56,7299072,20469186.56,20469186.56,2020.01.16_11.16.10
2020.01.16_11.16.11,10401873.92,14176747.52,24578621.44,24578621.44,2020.01.16_11.16.11
2020.01.16_11.16.12,5373952,12750684.16,18124636.16,18124636.16,2020.01.16_11.16.12
2020.01.16_11.16.13,15518924.8,12079595.52,27598520.32,27598520.32,2020.01.16_11.16.13
2020.01.16_11.16.15,20971520,14596177.92,35567697.92,35567697.92,2020.01.16_11.16.15
2020.01.16_11.16.16,13421772.8,5373952,18795724.8,18795724.8,2020.01.16_11.16.16
2020.01.16_11.16.17,17699962.88,12247367.68,29947330.56,29947330.56,2020.01.16_11.16.17
2020.01.16_11.16.18,2211840,19293798.4,21505638.4,21505638.4,2020.01.16_11.16.18
2020.01.16_11.16.19,7028736,6201344,13230080,13230080,2020.01.16_11.16.19
2020.01.16_11.16.20,14260633.6,13086228.48,27346862.08,27346862.08,2020.01.16_11.16.20
2020.01.16_11.16.23,19461570.56,6373376,25834946.56,25834946.56,2020.01.16_11.16.23
2020.01.16_11.16.24,12415139.84,7028736,19443875.84,19443875.84,2020.01.16_11.16.24
2020.01.16_11.16.24,7741440,6225920,13967360,13967360,2020.01.16_11.16.24
2020.01.16_11.16.25,9059696.64,3022848,12082544.64,12082544.64,2020.01.16_11.16.25
2020.01.16_11.16.26,9898557.44,27430748.16,37329305.6,37329305.6,2020.01.16_11.16.26
2020.01.16_11.16.28,7593984,9059696.64,16653680.64,16653680.64,2020.01.16_11.16.28
2020.01.16_11.16.29,9646899.2,12079595.52,21726494.72,21726494.72,2020.01.16_11.16.29
2020.01.16_11.16.30,17951621.12,12666798.08,30618419.2,30618419.2,2020.01.16_11.16.30
2020.01.16_11.16.31,29695672.32,8556380.16,38252052.48,38252052.48,2020.01.16_11.16.31
2020.01.16_11.16.32,17448304.64,26172456.96,43620761.6,43620761.6,2020.01.16_11.16.32
2020.01.16_11.16.33,13673431.04,5906432,19579863.04,19579863.04,2020.01.16_11.16.33
2020.01.16_11.16.35,5595136,15015608.32,20610744.32,20610744.32,2020.01.16_11.16.35
2020.01.16_11.16.37,8224768,3858432,12083200,12083200,2020.01.16_11.16.37
2020.01.16_11.16.38,7233536,3956736,11190272,11190272,2020.01.16_11.16.38
2020.01.16_11.16.38,8975810.56,19713228.8,28689039.36,28689039.36,2020.01.16_11.16.38
2020.01.16_11.16.39,8975810.56,6963200,15939010.56,15939010.56,2020.01.16_11.16.39
2020.01.16_11.16.40,8891924.48,11660165.12,20552089.6,20552089.6,2020.01.16_11.16.40
2020.01.16_11.16.41,6406144,8808038.4,15214182.4,15214182.4,2020.01.16_11.16.41
2020.01.16_11.16.43,9227468.8,18371051.52,27598520.32,27598520.32,2020.01.16_11.16.43
2020.01.16_11.16.44,4358144,11408506.88,15766650.88,15766650.88,2020.01.16_11.16.44
2020.01.16_11.16.45,18874368,8110080,26984448,26984448,2020.01.16_11.16.45
2020.01.16_11.16.46,13925089.28,9227468.8,23152558.08,23152558.08,2020.01.16_11.16.46
2020.01.16_11.16.47,4571136,13170114.56,17741250.56,17741250.56,2020.01.16_11.16.47
2020.01.16_11.16.48,12582912,8640266.24,21223178.24,21223178.24,2020.01.16_11.16.48
2020.01.16_11.16.51,1155072,13002342.4,14157414.4,14157414.4,2020.01.16_11.16.51
2020.01.16_11.16.52,2686976,7741440,10428416,10428416,2020.01.16_11.16.52
2020.01.16_11.16.52,25501368.32,14763950.08,40265318.4,40265318.4,2020.01.16_11.16.52
2020.01.16_11.16.53,8290304,14931722.24,23222026.24,23222026.24,2020.01.16_11.16.53
2020.01.16_11.16.54,5316608,39929774.08,45246382.08,45246382.08,2020.01.16_11.16.54
2020.01.16_11.16.55,9982443.52,16944988.16,26927431.68,26927431.68,2020.01.16_11.16.55
2020.01.16_11.16.57,13002342.4,5079040,18081382.4,18081382.4,2020.01.16_11.16.57
2020.01.16_11.16.58,9646899.2,9395240.96,19042140.16,19042140.16,2020.01.16_11.16.58
2020.01.16_11.16.59,7249920,3211264,10461184,10461184,2020.01.16_11.16.59
2020.01.16_11.17.00,5488640,14596177.92,20084817.92,20084817.92,2020.01.16_11.17.00
2020.01.16_11.17.01,13757317.12,9730785.28,23488102.4,23488102.4,2020.01.16_11.17.01
2020.01.16_11.17.02,15099494.4,6979584,22079078.4,22079078.4,2020.01.16_11.17.02
2020.01.16_11.17.03,20552089.6,12415139.84,32967229.44,32967229.44,2020.01.16_11.17.03
2020.01.16_11.17.04,13170114.56,15099494.4,28269608.96,28269608.96,2020.01.16_11.17.04
2020.01.16_11.17.05,16777216,10150215.68,26927431.68,26927431.68,2020.01.16_11.17.05
2020.01.16_11.17.06,15015608.32,26424115.2,41439723.52,41439723.52,2020.01.16_11.17.06
2020.01.16_11.17.07,19545456.64,7577600,27123056.64,27123056.64,2020.01.16_11.17.07
2020.01.16_11.17.08,20552089.6,11156848.64,31708938.24,31708938.24,2020.01.16_11.17.08
2020.01.16_11.17.09,11660165.12,21139292.16,32799457.28,32799457.28,2020.01.16_11.17.09
2020.01.16_11.17.10,19377684.48,15602810.88,34980495.36,34980495.36,2020.01.16_11.17.10
2020.01.16_11.17.11,17280532.48,17028874.24,34309406.72,34309406.72,2020.01.16_11.17.11
2020.01.16_11.17.13,12247367.68,15183380.48,27430748.16,27430748.16,2020.01.16_11.17.13
2020.01.16_11.17.14,16441671.68,8808038.4,25249710.08,25249710.08,2020.01.16_11.17.14
2020.01.16_11.17.15,3588096,4407296,7995392,7995392,2020.01.16_11.17.15
2020.01.16_11.17.16,13505658.88,4407296,17912954.88,17912954.88,2020.01.16_11.17.16
2020.01.16_11.17.17,10569646.08,0,10569646.08,10569646.08,2020.01.16_11.17.17
2020.01.16_11.17.18,6569984,5685248,12255232,12255232,2020.01.16_11.17.18
2020.01.16_11.17.19,16022241.28,9730785.28,25753026.56,25753026.56,2020.01.16_11.17.19
2020.01.16_11.17.19,9395240.96,13673431.04,23068672,23068672,2020.01.16_11.17.19
2020.01.16_11.17.20,33051115.52,16777216,49828331.52,49828331.52,2020.01.16_11.17.20
2020.01.16_11.17.22,25753026.56,20552089.6,46305116.16,46305116.16,2020.01.16_11.17.22
2020.01.16_11.17.23,13337886.72,6258688,19596574.72,19596574.72,2020.01.16_11.17.23
2020.01.16_11.17.24,26004684.8,8891924.48,34896609.28,34896609.28,2020.01.16_11.17.24
2020.01.16_11.17.25,15015608.32,13757317.12,28772925.44,28772925.44,2020.01.16_11.17.25
2020.01.16_11.17.26,27011317.76,15015608.32,42026926.08,42026926.08,2020.01.16_11.17.26
2020.01.16_11.17.28,14512291.84,11408506.88,25920798.72,25920798.72,2020.01.16_11.17.28
2020.01.16_11.17.29,3842048,7692288,11534336,11534336,2020.01.16_11.17.29
2020.01.16_11.17.30,16693329.92,7020544,23713873.92,23713873.92,2020.01.16_11.17.30
2020.01.16_11.17.32,7372800,10066329.6,17439129.6,17439129.6,2020.01.16_11.17.32
2020.01.16_11.17.33,5562368,14596177.92,20158545.92,20158545.92,2020.01.16_11.17.33
2020.01.16_11.17.33,1441792,18454937.6,19896729.6,19896729.6,2020.01.16_11.17.33
2020.01.16_11.17.34,1392640,6578176,7970816,7970816,2020.01.16_11.17.34
2020.01.16_11.17.35,582451.2,10401873.92,10984325.12,10984325.12,2020.01.16_11.17.35
2020.01.16_11.17.37,3981312,13421772.8,17403084.8,17403084.8,2020.01.16_11.17.37
2020.01.16_11.17.38,4808704,14428405.76,19237109.76,19237109.76,2020.01.16_11.17.38
2020.01.16_11.17.39,7626752,12834570.24,20461322.24,20461322.24,2020.01.16_11.17.39
2020.01.16_11.17.40,6373376,8640266.24,15013642.24,15013642.24,2020.01.16_11.17.40
2020.01.16_11.17.41,11492392.96,13757317.12,25249710.08,25249710.08,2020.01.16_11.17.41
2020.01.16_11.17.42,5038080,20803747.84,25841827.84,25841827.84,2020.01.16_11.17.42
2020.01.16_11.17.43,4169728,21223178.24,25392906.24,25392906.24,2020.01.16_11.17.43
2020.01.16_11.17.46,4096000,4554752,8650752,8650752,2020.01.16_11.17.46
2020.01.16_11.17.47,5070848,8216576,13287424,13287424,2020.01.16_11.17.47
2020.01.16_11.17.47,7372800,12247367.68,19620167.68,19620167.68,2020.01.16_11.17.47
2020.01.16_11.17.48,1974272,14512291.84,16486563.84,16486563.84,2020.01.16_11.17.48
2020.01.16_11.17.49,4841472,19545456.64,24386928.64,24386928.64,2020.01.16_11.17.49
2020.01.16_11.17.51,9059696.64,6234112,15293808.64,15293808.64,2020.01.16_11.17.51
2020.01.16_11.17.52,5971968,9143582.72,15115550.72,15115550.72,2020.01.16_11.17.52
2020.01.16_11.17.53,1499136,14512291.84,16011427.84,16011427.84,2020.01.16_11.17.53
2020.01.16_11.17.54,3858432,12079595.52,15938027.52,15938027.52,2020.01.16_11.17.54
2020.01.16_11.17.55,733184,12918456.32,13651640.32,13651640.32,2020.01.16_11.17.55
2020.01.16_11.17.56,1843200,4046848,5890048,5890048,2020.01.16_11.17.56
