Timestamp,DL_bitrate,UL_bitrate,Throughput,OT,date
2020.01.16_10.56.22,6414336,9646899.2,16061235.2,16061235.2,2020.01.16_10.56.22
2020.01.16_10.56.23,7094272,6184960,13279232,13279232,2020.01.16_10.56.23
2020.01.16_10.56.24,2818048,7397376,10215424,10215424,2020.01.16_10.56.24
2020.01.16_10.56.25,1531904,0,1531904,1531904,2020.01.16_10.56.25
2020.01.16_10.56.26,4145152,4603904,8749056,8749056,2020.01.16_10.56.26
2020.01.16_10.56.28,991232,10150215.68,11141447.68,11141447.68,2020.01.16_10.56.28
2020.01.16_10.56.29,10905190.4,8192000,19097190.4,19097190.4,2020.01.16_10.56.29
2020.01.16_10.56.30,5070848,5808128,10878976,10878976,2020.01.16_10.56.30
2020.01.16_10.56.31,5488640,19881000.96,25369640.96,25369640.96,2020.01.16_10.56.31
2020.01.16_10.56.32,5595136,7094272,12689408,12689408,2020.01.16_10.56.32
2020.01.16_10.56.34,12163481.6,6447104,18610585.6,18610585.6,2020.01.16_10.56.34
2020.01.16_10.56.35,4857856,11660165.12,16518021.12,16518021.12,2020.01.16_10.56.35
2020.01.16_10.56.35,4055040,7626752,11681792,11681792,2020.01.16_10.56.35
2020.01.16_10.56.36,5447680,9143582.72,14591262.72,14591262.72,2020.01.16_10.56.36
2020.01.16_10.56.38,7684096,14763950.08,22448046.08,22448046.08,2020.01.16_10.56.38
2020.01.16_10.56.39,16022241.28,6578176,22600417.28,22600417.28,2020.01.16_10.56.39
2020.01.16_10.56.40,12247367.68,37748736,49996103.68,49996103.68,2020.01.16_10.56.40
2020.01.16_10.56.41,3424256,7258112,10682368,10682368,2020.01.16_10.56.41
2020.01.16_10.56.42,2359296,7331840,9691136,9691136,2020.01.16_10.56.42
2020.01.16_10.56.43,1540096,14931722.24,16471818.24,16471818.24,2020.01.16_10.56.43
2020.01.16_10.56.44,4177920,11576279.04,15754199.04,15754199.04,2020.01.16_10.56.44
2020.01.16_10.56.45,1957888,10821304.32,12779192.32,12779192.32,2020.01.16_10.56.45
2020.01.16_10.56.48,4112384,22313697.28,26426081.28,26426081.28,2020.01.16_10.56.48
2020.01.16_10.56.49,6217728,16777216,22994944,22994944,2020.01.16_10.56.49
2020.01.16_10.56.49,7954432,7446528,15400960,15400960,2020.01.16_10.56.49
2020.01.16_10.56.50,5324800,6610944,11935744,11935744,2020.01.16_10.56.50
2020.01.16_10.56.51,8388608,4898816,13287424,13287424,2020.01.16_10.56.51
2020.01.16_10.56.52,3194880,10989076.48,14183956.48,14183956.48,2020.01.16_10.56.52
2020.01.16_10.56.54,4505600,3874816,8380416,8380416,2020.01.16_10.56.54
2020.01.16_10.56.55,5267456,0,5267456,5267456,2020.01.16_10.56.55
2020.01.16_10.56.56,7692288,3555328,11247616,11247616,2020.01.16_10.56.56
2020.01.16_10.56.57,9227468.8,5939200,15166668.8,15166668.8,2020.01.16_10.56.57
2020.01.16_10.56.58,2359296,5373952,7733248,7733248,2020.01.16_10.56.58
2020.01.16_10.56.59,6758400,15099494.4,21857894.4,21857894.4,2020.01.16_10.56.59
2020.01.16_10.57.00,9563013.12,5840896,15403909.12,15403909.12,2020.01.16_10.57.00
2020.01.16_10.57.02,12918456.32,2727936,15646392.32,15646392.32,2020.01.16_10.57.02
2020.01.16_10.57.03,14847836.16,4317184,19165020.16,19165020.16,2020.01.16_10.57.03
2020.01.16_10.57.03,6668288,10569646.08,17237934.08,17237934.08,2020.01.16_10.57.03
2020.01.16_10.57.04,3940352,3710976,7651328,7651328,2020.01.16_10.57.04
2020.01.16_10.57.05,11156848.64,18874368,30031216.64,30031216.64,2020.01.16_10.57.05
2020.01.16_10.57.06,9814671.36,1753088,11567759.36,11567759.36,2020.01.16_10.57.06
2020.01.16_10.57.08,10066329.6,2744320,12810649.6,12810649.6,2020.01.16_10.57.08
2020.01.16_10.57.09,3358720,5898240,9256960,9256960,2020.01.16_10.57.09
2020.01.16_10.57.10,4841472,5226496,10067968,10067968,2020.01.16_10.57.10
2020.01.16_10.57.11,1974272,8891924.48,10866196.48,10866196.48,2020.01.16_10.57.11
2020.01.16_10.57.12,10653532.16,3833856,14487388.16,14487388.16,2020.01.16_10.57.12
2020.01.16_10.57.13,14596177.92,2539520,17135697.92,17135697.92,2020.01.16_10.57.13
2020.01.16_10.57.14,4358144,7684096,12042240,12042240,2020.01.16_10.57.14
2020.01.16_10.57.15,6160384,7725056,13885440,13885440,2020.01.16_10.57.15
2020.01.16_10.57.17,8224768,5079040,13303808,13303808,2020.01.16_10.57.17
2020.01.16_10.57.17,8891924.48,4128768,13020692.48,13020692.48,2020.01.16_10.57.17
2020.01.16_10.57.18,14596177.92,2293760,16889937.92,16889937.92,2020.01.16_10.57.18
2020.01.16_10.57.19,6053888,3751936,9805824,9805824,2020.01.16_10.57.19
2020.01.16_10.57.20,10066329.6,6668288,16734617.6,16734617.6,2020.01.16_10.57.20
2020.01.16_10.57.21,12834570.24,7987200,20821770.24,20821770.24,2020.01.16_10.57.21
2020.01.16_10.57.22,15518924.8,5226496,20745420.8,20745420.8,2020.01.16_10.57.22
2020.01.16_10.57.23,14680064,8891924.48,23571988.48,23571988.48,2020.01.16_10.57.23
2020.01.16_10.57.24,8891924.48,2768896,11660820.48,11660820.48,2020.01.16_10.57.24
2020.01.16_10.57.26,7790592,0,7790592,7790592,2020.01.16_10.57.26
2020.01.16_10.57.27,3145728,4792320,7938048,7938048,2020.01.16_10.57.27
2020.01.16_10.57.28,11660165.12,4251648,15911813.12,15911813.12,2020.01.16_10.57.28
2020.01.16_10.57.29,7987200,4931584,12918784,12918784,2020.01.16_10.57.29
2020.01.16_10.57.30,1400832,9479127.04,10879959.04,10879959.04,2020.01.16_10.57.30
2020.01.16_10.57.30,2138112,6832128,8970240,8970240,2020.01.16_10.57.30
2020.01.16_10.57.31,4341760,17532190.72,21873950.72,21873950.72,2020.01.16_10.57.31
2020.01.16_10.57.32,8640266.24,5324800,13965066.24,13965066.24,2020.01.16_10.57.32
2020.01.16_10.57.34,9982443.52,7987200,17969643.52,17969643.52,2020.01.16_10.57.34
2020.01.16_10.57.35,5308416,7405568,12713984,12713984,2020.01.16_10.57.35
2020.01.16_10.57.36,8975810.56,2646016,11621826.56,11621826.56,2020.01.16_10.57.36
2020.01.16_10.57.37,8724152.32,9143582.72,17867735.04,17867735.04,2020.01.16_10.57.37
2020.01.16_10.57.38,10653532.16,3350528,14004060.16,14004060.16,2020.01.16_10.57.38
2020.01.16_10.57.40,9898557.44,4128768,14027325.44,14027325.44,2020.01.16_10.57.40
2020.01.16_10.57.41,3858432,4325376,8183808,8183808,2020.01.16_10.57.41
2020.01.16_10.57.42,3555328,9227468.8,12782796.8,12782796.8,2020.01.16_10.57.42
2020.01.16_10.57.43,6438912,3645440,10084352,10084352,2020.01.16_10.57.43
2020.01.16_10.57.44,5980160,4431872,10412032,10412032,2020.01.16_10.57.44
2020.01.16_10.57.44,4784128,7004160,11788288,11788288,2020.01.16_10.57.44
2020.01.16_10.57.45,5480448,5783552,11264000,11264000,2020.01.16_10.57.45
2020.01.16_10.57.47,1712128,7585792,9297920,9297920,2020.01.16_10.57.47
2020.01.16_10.57.48,7512064,12918456.32,20430520.32,20430520.32,2020.01.16_10.57.48
2020.01.16_10.57.49,2277376,4390912,6668288,6668288,2020.01.16_10.57.49
2020.01.16_10.57.50,11911823.36,3260416,15172239.36,15172239.36,2020.01.16_10.57.50
2020.01.16_10.57.51,2531328,13337886.72,15869214.72,15869214.72,2020.01.16_10.57.51
2020.01.16_10.57.52,10821304.32,9982443.52,20803747.84,20803747.84,2020.01.16_10.57.52
2020.01.16_10.57.54,10234101.76,12499025.92,22733127.68,22733127.68,2020.01.16_10.57.54
2020.01.16_10.57.55,9898557.44,701235.2,10599792.64,10599792.64,2020.01.16_10.57.55
2020.01.16_10.57.57,5685248,7839744,13524992,13524992,2020.01.16_10.57.57
2020.01.16_10.57.58,6094848,9479127.04,15573975.04,15573975.04,2020.01.16_10.57.58
2020.01.16_10.57.58,8472494.08,14176747.52,22649241.6,22649241.6,2020.01.16_10.57.58
2020.01.16_10.57.59,4546560,6791168,11337728,11337728,2020.01.16_10.57.59
2020.01.16_10.58.01,17112760.32,3825664,20938424.32,20938424.32,2020.01.16_10.58.01
2020.01.16_10.58.02,11576279.04,5062656,16638935.04,16638935.04,2020.01.16_10.58.02
2020.01.16_10.58.03,4268032,3547136,7815168,7815168,2020.01.16_10.58.03
2020.01.16_10.58.04,5341184,2531328,7872512,7872512,2020.01.16_10.58.04
2020.01.16_10.58.05,11072962.56,5234688,16307650.56,16307650.56,2020.01.16_10.58.05
2020.01.16_10.58.07,10485760,2015232,12500992,12500992,2020.01.16_10.58.07
2020.01.16_10.58.08,10989076.48,4849664,15838740.48,15838740.48,2020.01.16_10.58.08
2020.01.16_10.58.09,5390336,6955008,12345344,12345344,2020.01.16_10.58.09
2020.01.16_10.58.11,2654208,5840896,8495104,8495104,2020.01.16_10.58.11
2020.01.16_10.58.12,3334144,9646899.2,12981043.2,12981043.2,2020.01.16_10.58.12
2020.01.16_10.58.13,4227072,3710976,7938048,7938048,2020.01.16_10.58.13
2020.01.16_10.58.14,6914048,2301952,9216000,9216000,2020.01.16_10.58.14
2020.01.16_10.58.15,4243456,12499025.92,16742481.92,16742481.92,2020.01.16_10.58.15
2020.01.16_10.58.16,4292608,0,4292608,4292608,2020.01.16_10.58.16
2020.01.16_10.58.17,4177920,12079595.52,16257515.52,16257515.52,2020.01.16_10.58.17
2020.01.16_10.58.18,6012928,3547136,9560064,9560064,2020.01.16_10.58.18
2020.01.16_10.58.20,10066329.6,6168576,16234905.6,16234905.6,2020.01.16_10.58.20
2020.01.16_10.58.21,3866624,5652480,9519104,9519104,2020.01.16_10.58.21
2020.01.16_10.58.22,2588672,16273899.52,18862571.52,18862571.52,2020.01.16_10.58.22
2020.01.16_10.58.23,4866048,7192576,12058624,12058624,2020.01.16_10.58.23
2020.01.16_10.58.24,4128768,3760128,7888896,7888896,2020.01.16_10.58.24
2020.01.16_10.58.24,7700480,6684672,14385152,14385152,2020.01.16_10.58.24
2020.01.16_10.58.26,4341760,6479872,10821632,10821632,2020.01.16_10.58.26
2020.01.16_10.58.26,8724152.32,7184384,15908536.32,15908536.32,2020.01.16_10.58.26
2020.01.16_10.58.27,10653532.16,15938355.2,26591887.36,26591887.36,2020.01.16_10.58.27
2020.01.16_10.58.28,13170114.56,4939776,18109890.56,18109890.56,2020.01.16_10.58.28
2020.01.16_10.58.29,13170114.56,5701632,18871746.56,18871746.56,2020.01.16_10.58.29
2020.01.16_10.58.30,3604480,12582912,16187392,16187392,2020.01.16_10.58.30
2020.01.16_10.58.31,7577600,3145728,10723328,10723328,2020.01.16_10.58.31
2020.01.16_10.58.33,4087808,3366912,7454720,7454720,2020.01.16_10.58.33
2020.01.16_10.58.34,2908160,5390336,8298496,8298496,2020.01.16_10.58.34
2020.01.16_10.58.35,0,7503872,7503872,7503872,2020.01.16_10.58.35
2020.01.16_10.58.36,3194880,7438336,10633216,10633216,2020.01.16_10.58.36
2020.01.16_10.58.37,5939200,9311354.88,15250554.88,15250554.88,2020.01.16_10.58.37
2020.01.16_10.58.39,8808038.4,6955008,15763046.4,15763046.4,2020.01.16_10.58.39
2020.01.16_10.58.40,3751936,1835008,5586944,5586944,2020.01.16_10.58.40
2020.01.16_10.58.40,6733824,3325952,10059776,10059776,2020.01.16_10.58.40
2020.01.16_10.58.41,5185536,4841472,10027008,10027008,2020.01.16_10.58.41
2020.01.16_10.58.42,3481600,16944988.16,20426588.16,20426588.16,2020.01.16_10.58.42
2020.01.16_10.58.43,4030464,10569646.08,14600110.08,14600110.08,2020.01.16_10.58.43
2020.01.16_10.58.44,3162112,3932160,7094272,7094272,2020.01.16_10.58.44
2020.01.16_10.58.45,5914624,7471104,13385728,13385728,2020.01.16_10.58.45
2020.01.16_10.58.47,2826240,4653056,7479296,7479296,2020.01.16_10.58.47
2020.01.16_10.58.48,4808704,5365760,10174464,10174464,2020.01.16_10.58.48
2020.01.16_10.58.49,3366912,5914624,9281536,9281536,2020.01.16_10.58.49
2020.01.16_10.58.50,1220608,3637248,4857856,4857856,2020.01.16_10.58.50
2020.01.16_10.58.51,1310720,5120000,6430720,6430720,2020.01.16_10.58.51
2020.01.16_10.58.53,2318336,7176192,9494528,9494528,2020.01.16_10.58.53
2020.01.16_10.58.54,3768320,3440640,7208960,7208960,2020.01.16_10.58.54
2020.01.16_10.58.54,6823936,18874368,25698304,25698304,2020.01.16_10.58.54
2020.01.16_10.58.55,9898557.44,3997696,13896253.44,13896253.44,2020.01.16_10.58.55
2020.01.16_10.58.56,13086228.48,3792896,16879124.48,16879124.48,2020.01.16_10.58.56
2020.01.16_10.58.57,5480448,5005312,10485760,10485760,2020.01.16_10.58.57
2020.01.16_10.58.58,9479127.04,17532190.72,27011317.76,27011317.76,2020.01.16_10.58.58
2020.01.16_10.59.00,10401873.92,6406144,16808017.92,16808017.92,2020.01.16_10.59.00
2020.01.16_10.59.01,10821304.32,1507328,12328632.32,12328632.32,2020.01.16_10.59.01
2020.01.16_10.59.02,12834570.24,2834432,15669002.24,15669002.24,2020.01.16_10.59.02
2020.01.16_10.59.03,3678208,10150215.68,13828423.68,13828423.68,2020.01.16_10.59.03
2020.01.16_10.59.04,3727360,0,3727360,3727360,2020.01.16_10.59.04
2020.01.16_10.59.05,10821304.32,0,10821304.32,10821304.32,2020.01.16_10.59.05
2020.01.16_10.59.07,8159232,5472256,13631488,13631488,2020.01.16_10.59.07
2020.01.16_10.59.08,9814671.36,6758400,16573071.36,16573071.36,2020.01.16_10.59.08
2020.01.16_10.59.08,6520832,7864320,14385152,14385152,2020.01.16_10.59.08
2020.01.16_10.59.09,10401873.92,32883343.36,43285217.28,43285217.28,2020.01.16_10.59.09
2020.01.16_10.59.10,12918456.32,8388608,21307064.32,21307064.32,2020.01.16_10.59.10
2020.01.16_10.59.11,7700480,2867200,10567680,10567680,2020.01.16_10.59.11
2020.01.16_10.59.12,9982443.52,6717440,16699883.52,16699883.52,2020.01.16_10.59.12
2020.01.16_10.59.13,3358720,4071424,7430144,7430144,2020.01.16_10.59.13
2020.01.16_10.59.15,3932160,4210688,8142848,8142848,2020.01.16_10.59.15
2020.01.16_10.59.16,5193728,9898557.44,15092285.44,15092285.44,2020.01.16_10.59.16
2020.01.16_10.59.17,6021120,2965504,8986624,8986624,2020.01.16_10.59.17
2020.01.16_10.59.18,5791744,5406720,11198464,11198464,2020.01.16_10.59.18
2020.01.16_10.59.19,4431872,8134656,12566528,12566528,2020.01.16_10.59.19
2020.01.16_10.59.20,5865472,7086080,12951552,12951552,2020.01.16_10.59.20
2020.01.16_10.59.21,8241152,7274496,15515648,15515648,2020.01.16_10.59.21
2020.01.16_10.59.21,8224768,2908160,11132928,11132928,2020.01.16_10.59.21
2020.01.16_10.59.22,14092861.44,4186112,18278973.44,18278973.44,2020.01.16_10.59.22
2020.01.16_10.59.24,3579904,4653056,8232960,8232960,2020.01.16_10.59.24
2020.01.16_10.59.25,6070272,2351104,8421376,8421376,2020.01.16_10.59.25
2020.01.16_10.59.26,6152192,18958254.08,25110446.08,25110446.08,2020.01.16_10.59.26
2020.01.16_10.59.27,9479127.04,5324800,14803927.04,14803927.04,2020.01.16_10.59.27
2020.01.16_10.59.28,12834570.24,3145728,15980298.24,15980298.24,2020.01.16_10.59.28
2020.01.16_10.59.29,2359296,17196646.4,19555942.4,19555942.4,2020.01.16_10.59.29
2020.01.16_10.59.31,7987200,16861102.08,24848302.08,24848302.08,2020.01.16_10.59.31
2020.01.16_10.59.32,7700480,14596177.92,22296657.92,22296657.92,2020.01.16_10.59.32
2020.01.16_10.59.34,6250496,1531904,7782400,7782400,2020.01.16_10.59.34
2020.01.16_10.59.35,4833280,3186688,8019968,8019968,2020.01.16_10.59.35
2020.01.16_10.59.35,5906432,2514944,8421376,8421376,2020.01.16_10.59.35
2020.01.16_10.59.36,9143582.72,8249344,17392926.72,17392926.72,2020.01.16_10.59.36
2020.01.16_10.59.38,11408506.88,8110080,19518586.88,19518586.88,2020.01.16_10.59.38
2020.01.16_10.59.39,15099494.4,3620864,18720358.4,18720358.4,2020.01.16_10.59.39
2020.01.16_10.59.40,10653532.16,5005312,15658844.16,15658844.16,2020.01.16_10.59.40
2020.01.16_10.59.41,5718016,7528448,13246464,13246464,2020.01.16_10.59.41
2020.01.16_10.59.42,6086656,0,6086656,6086656,2020.01.16_10.59.42
2020.01.16_10.59.43,9646899.2,4038656,13685555.2,13685555.2,2020.01.16_10.59.43
2020.01.16_10.59.44,11492392.96,3948544,15440936.96,15440936.96,2020.01.16_10.59.44
2020.01.16_10.59.46,14931722.24,6045696,20977418.24,20977418.24,2020.01.16_10.59.46
2020.01.16_10.59.48,4431872,9730785.28,14162657.28,14162657.28,2020.01.16_10.59.48
2020.01.16_10.59.49,4661248,8134656,12795904,12795904,2020.01.16_10.59.49
2020.01.16_10.59.49,1335296,9814671.36,11149967.36,11149967.36,2020.01.16_10.59.49
2020.01.16_10.59.50,616038.4,5898240,6514278.4,6514278.4,2020.01.16_10.59.50
2020.01.16_10.59.51,2334720,9898557.44,12233277.44,12233277.44,2020.01.16_10.59.51
2020.01.16_10.59.53,4857856,7651328,12509184,12509184,2020.01.16_10.59.53
2020.01.16_10.59.54,8388608,4358144,12746752,12746752,2020.01.16_10.59.54
2020.01.16_10.59.55,12750684.16,11576279.04,24326963.2,24326963.2,2020.01.16_10.59.55
2020.01.16_10.59.56,15267266.56,2154496,17421762.56,17421762.56,2020.01.16_10.59.56
2020.01.16_10.59.57,6152192,7217152,13369344,13369344,2020.01.16_10.59.57
2020.01.16_10.59.58,5750784,8724152.32,14474936.32,14474936.32,2020.01.16_10.59.58
2020.01.16_11.00.00,3727360,11324620.8,15051980.8,15051980.8,2020.01.16_11.00.00
2020.01.16_11.00.02,7471104,0,7471104,7471104,2020.01.16_11.00.02
2020.01.16_11.00.03,13086228.48,1073152,14159380.48,14159380.48,2020.01.16_11.00.03
2020.01.16_11.00.03,12331253.76,5152768,17484021.76,17484021.76,2020.01.16_11.00.03
2020.01.16_11.00.04,669286.4,3047424,3716710.4,3716710.4,2020.01.16_11.00.04
2020.01.16_11.00.05,2392064,4538368,6930432,6930432,2020.01.16_11.00.05
2020.01.16_11.00.07,63733.76,12415139.84,12478873.6,12478873.6,2020.01.16_11.00.07
2020.01.16_11.00.08,3825664,4268032,8093696,8093696,2020.01.16_11.00.08
2020.01.16_11.00.09,85196.8,7766016,7851212.8,7851212.8,2020.01.16_11.00.09
2020.01.16_11.00.10,2154496,15518924.8,17673420.8,17673420.8,2020.01.16_11.00.10
2020.01.16_11.00.11,6586368,7512064,14098432,14098432,2020.01.16_11.00.11
2020.01.16_11.00.12,10401873.92,0,10401873.92,10401873.92,2020.01.16_11.00.12
2020.01.16_11.00.14,10569646.08,5005312,15574958.08,15574958.08,2020.01.16_11.00.14
2020.01.16_11.00.16,3579904,5980160,9560064,9560064,2020.01.16_11.00.16
2020.01.16_11.00.17,2465792,12247367.68,14713159.68,14713159.68,2020.01.16_11.00.17
2020.01.16_11.00.17,4685824,7380992,12066816,12066816,2020.01.16_11.00.17
2020.01.16_11.00.18,3538944,8472494.08,12011438.08,12011438.08,2020.01.16_11.00.18
2020.01.16_11.00.19,5840896,5734400,11575296,11575296,2020.01.16_11.00.19
2020.01.16_11.00.20,7577600,6275072,13852672,13852672,2020.01.16_11.00.20
2020.01.16_11.00.22,2531328,6725632,9256960,9256960,2020.01.16_11.00.22
2020.01.16_11.00.23,1589248,4571136,6160384,6160384,2020.01.16_11.00.23
2020.01.16_11.00.24,3227648,12079595.52,15307243.52,15307243.52,2020.01.16_11.00.24
2020.01.16_11.00.25,4112384,4259840,8372224,8372224,2020.01.16_11.00.25
2020.01.16_11.00.26,6479872,5554176,12034048,12034048,2020.01.16_11.00.26
2020.01.16_11.00.28,5537792,2170880,7708672,7708672,2020.01.16_11.00.28
2020.01.16_11.00.30,10485760,4284416,14770176,14770176,2020.01.16_11.00.30
2020.01.16_11.00.31,6250496,16273899.52,22524395.52,22524395.52,2020.01.16_11.00.31
2020.01.16_11.00.31,7225344,4448256,11673600,11673600,2020.01.16_11.00.31
2020.01.16_11.00.32,786432,5988352,6774784,6774784,2020.01.16_11.00.32
2020.01.16_11.00.33,1277952,9059696.64,10337648.64,10337648.64,2020.01.16_11.00.33
2020.01.16_11.00.35,3063808,18706595.84,21770403.84,21770403.84,2020.01.16_11.00.35
2020.01.16_11.00.36,647987.2,12163481.6,12811468.8,12811468.8,2020.01.16_11.00.36
2020.01.16_11.00.37,8290304,6701056,14991360,14991360,2020.01.16_11.00.37
2020.01.16_11.00.38,5431296,10569646.08,16000942.08,16000942.08,2020.01.16_11.00.38
2020.01.16_11.00.39,435814.4,5783552,6219366.4,6219366.4,2020.01.16_11.00.39
2020.01.16_11.00.40,1613824,14847836.16,16461660.16,16461660.16,2020.01.16_11.00.40
2020.01.16_11.00.41,1835008,21642608.64,23477616.64,23477616.64,2020.01.16_11.00.41
2020.01.16_11.00.44,4087808,4005888,8093696,8093696,2020.01.16_11.00.44
2020.01.16_11.00.44,7397376,4325376,11722752,11722752,2020.01.16_11.00.44
2020.01.16_11.00.45,2498560,6971392,9469952,9469952,2020.01.16_11.00.45
2020.01.16_11.00.46,2007040,13673431.04,15680471.04,15680471.04,2020.01.16_11.00.46
2020.01.16_11.00.47,222822.4,10989076.48,11211898.88,11211898.88,2020.01.16_11.00.47
2020.01.16_11.00.48,797081.6,2965504,3762585.6,3762585.6,2020.01.16_11.00.48
2020.01.16_11.00.50,605388.8,4833280,5438668.8,5438668.8,2020.01.16_11.00.50
2020.01.16_11.00.51,3317760,10569646.08,13887406.08,13887406.08,2020.01.16_11.00.51
2020.01.16_11.00.52,4546560,14931722.24,19478282.24,19478282.24,2020.01.16_11.00.52
2020.01.16_11.00.53,435814.4,10737418.24,11173232.64,11173232.64,2020.01.16_11.00.53
2020.01.16_11.00.54,5537792,1679360,7217152,7217152,2020.01.16_11.00.54
2020.01.16_11.00.55,10653532.16,1318912,11972444.16,11972444.16,2020.01.16_11.00.55
2020.01.16_11.00.58,4046848,7553024,11599872,11599872,2020.01.16_11.00.58
2020.01.16_11.00.58,7225344,13589544.96,20814888.96,20814888.96,2020.01.16_11.00.58
2020.01.16_11.00.59,8891924.48,7487488,16379412.48,16379412.48,2020.01.16_11.00.59
2020.01.16_11.01.00,7217152,3104768,10321920,10321920,2020.01.16_11.01.00
2020.01.16_11.01.01,10653532.16,4431872,15085404.16,15085404.16,2020.01.16_11.01.01
2020.01.16_11.01.02,2727936,3407872,6135808,6135808,2020.01.16_11.01.02
2020.01.16_11.01.03,1400832,8364032,9764864,9764864,2020.01.16_11.01.03
2020.01.16_11.01.05,6651904,1966080,8617984,8617984,2020.01.16_11.01.05
2020.01.16_11.01.06,9646899.2,4554752,14201651.2,14201651.2,2020.01.16_11.01.06
2020.01.16_11.01.07,9814671.36,10150215.68,19964887.04,19964887.04,2020.01.16_11.01.07
2020.01.16_11.01.08,2572288,7659520,10231808,10231808,2020.01.16_11.01.08
2020.01.16_11.01.09,5431296,17616076.8,23047372.8,23047372.8,2020.01.16_11.01.09
2020.01.16_11.01.11,3678208,17616076.8,21294284.8,21294284.8,2020.01.16_11.01.11
2020.01.16_11.01.12,15015608.32,3031040,18046648.32,18046648.32,2020.01.16_11.01.12
2020.01.16_11.01.12,18538823.68,1105920,19644743.68,19644743.68,2020.01.16_11.01.12
2020.01.16_11.01.13,6594560,11492392.96,18086952.96,18086952.96,2020.01.16_11.01.13
2020.01.16_11.01.14,9395240.96,13254000.64,22649241.6,22649241.6,2020.01.16_11.01.14
2020.01.16_11.01.15,4759552,6946816,11706368,11706368,2020.01.16_11.01.15
2020.01.16_11.01.16,8388608,2686976,11075584,11075584,2020.01.16_11.01.16
2020.01.16_11.01.17,4587520,6438912,11026432,11026432,2020.01.16_11.01.17
2020.01.16_11.01.19,2293760,20468203.52,22761963.52,22761963.52,2020.01.16_11.01.19
2020.01.16_11.01.20,4784128,7118848,11902976,11902976,2020.01.16_11.01.20
2020.01.16_11.01.21,12750684.16,14931722.24,27682406.4,27682406.4,2020.01.16_11.01.21
2020.01.16_11.01.22,10234101.76,7094272,17328373.76,17328373.76,2020.01.16_11.01.22
2020.01.16_11.01.23,9059696.64,9730785.28,18790481.92,18790481.92,2020.01.16_11.01.23
2020.01.16_11.01.24,3710976,9479127.04,13190103.04,13190103.04,2020.01.16_11.01.24
2020.01.16_11.01.26,4915200,11408506.88,16323706.88,16323706.88,2020.01.16_11.01.26
2020.01.16_11.01.26,5832704,16357785.6,22190489.6,22190489.6,2020.01.16_11.01.26
2020.01.16_11.01.27,10234101.76,2228224,12462325.76,12462325.76,2020.01.16_11.01.27
2020.01.16_11.01.28,9646899.2,765132.8,10412032,10412032,2020.01.16_11.01.28
2020.01.16_11.01.29,339968,4800512,5140480,5140480,2020.01.16_11.01.29
2020.01.16_11.01.30,3948544,14092861.44,18041405.44,18041405.44,2020.01.16_11.01.30
2020.01.16_11.01.31,4833280,4210688,9043968,9043968,2020.01.16_11.01.31
2020.01.16_11.01.33,8556380.16,1531904,10088284.16,10088284.16,2020.01.16_11.01.33
2020.01.16_11.01.34,4358144,1155072,5513216,5513216,2020.01.16_11.01.34
2020.01.16_11.01.35,467763.2,6201344,6669107.2,6669107.2,2020.01.16_11.01.35
2020.01.16_11.01.36,1622016,6234112,7856128,7856128,2020.01.16_11.01.36
2020.01.16_11.01.37,3063808,4874240,7938048,7938048,2020.01.16_11.01.37
2020.01.16_11.01.39,3031040,3571712,6602752,6602752,2020.01.16_11.01.39
2020.01.16_11.01.40,1638400,3424256,5062656,5062656,2020.01.16_11.01.40
2020.01.16_11.01.40,797081.6,5201920,5999001.6,5999001.6,2020.01.16_11.01.40
2020.01.16_11.01.41,530841.6,1982464,2513305.6,2513305.6,2020.01.16_11.01.41
2020.01.16_11.01.42,1728512,13337886.72,15066398.72,15066398.72,2020.01.16_11.01.42
2020.01.16_11.01.43,925696,5898240,6823936,6823936,2020.01.16_11.01.43
2020.01.16_11.01.44,5120000,3563520,8683520,8683520,2020.01.16_11.01.44
2020.01.16_11.01.46,4423680,7290880,11714560,11714560,2020.01.16_11.01.46
2020.01.16_11.01.47,5685248,2867200,8552448,8552448,2020.01.16_11.01.47
2020.01.16_11.01.48,7200768,2826240,10027008,10027008,2020.01.16_11.01.48
2020.01.16_11.01.49,2531328,5038080,7569408,7569408,2020.01.16_11.01.49
2020.01.16_11.01.50,8151040,2686976,10838016,10838016,2020.01.16_11.01.50
2020.01.16_11.01.51,4046848,4292608,8339456,8339456,2020.01.16_11.01.51
2020.01.16_11.01.53,7184384,4431872,11616256,11616256,2020.01.16_11.01.53
2020.01.16_11.01.54,12079595.52,11156848.64,23236444.16,23236444.16,2020.01.16_11.01.54
2020.01.16_11.01.54,6193152,1884160,8077312,8077312,2020.01.16_11.01.54
2020.01.16_11.01.55,690585.6,584089.6,1274675.2,1274675.2,2020.01.16_11.01.55
2020.01.16_11.01.56,1835008,2072576,3907584,3907584,2020.01.16_11.01.56
2020.01.16_11.01.57,2228224,4546560,6774784,6774784,2020.01.16_11.01.57
2020.01.16_11.01.59,10653532.16,5693440,16346972.16,16346972.16,2020.01.16_11.01.59
2020.01.16_11.02.00,15015608.32,2727936,17743544.32,17743544.32,2020.01.16_11.02.00
2020.01.16_11.02.01,16190013.44,3268608,19458621.44,19458621.44,2020.01.16_11.02.01
2020.01.16_11.02.02,2859008,2138112,4997120,4997120,2020.01.16_11.02.02
2020.01.16_11.02.03,4612096,1064960,5677056,5677056,2020.01.16_11.02.03
