Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,PINGAVG,PINGMIN,PINGMAX,PINGSTDEV,PINGLOSS,CELLHEX,NODEHEX,LACHEX,RAWCELLID,NRxRSRP,NRxRSRQ,OT,Throughput
2019.12.16_14.23.40,-8.396001,51.886805,1,B,11,5G,-93,-18,-8,8,-85,206757,325,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-91,-16,207082,207082
2019.12.16_14.23.41,-8.396001,51.886805,1,B,12,5G,-90,-15,-8,12,-83,248354,230,D,-,-,-,-,-,C,A709,9CBA,10946828,-92,-19,248584,248584
2019.12.16_14.23.42,-8.396001,51.886805,1,B,12,5G,-90,-15,-8,12,-83,237666,254,D,-,-,-,-,-,C,A709,9CBA,10946828,-92,-19,237920,237920
2019.12.16_14.23.43,-8.396001,51.886805,1,B,12,5G,-90,-12,-1,11,-85,220148,303,D,-,-,-,-,-,C,A709,9CBA,10946828,-94,-15,220451,220451
2019.12.16_14.23.44,-8.396001,51.886805,1,B,12,5G,-90,-12,-1,10,-,224147,263,D,-,-,-,-,-,C,A709,9CBA,10946828,-94,-15,224410,224410
2019.12.16_14.23.45,-8.396001,51.886805,1,B,12,5G,-91,-12,1,10,-,198879,303,D,-,-,-,-,-,C,A709,9CBA,10946828,-94,-17,199182,199182
2019.12.16_14.23.47,-8.396001,51.886805,1,B,12,5G,-91,-12,1,10,-,210793,276,D,-,-,-,-,-,C,A709,9CBA,10946828,-94,-17,211069,211069
2019.12.16_14.23.48,-8.396001,51.886805,1,B,12,5G,-92,-11,-1,13,-,167216,250,D,-,-,-,-,-,C,A709,9CBA,10946828,-94,-13,167466,167466
2019.12.16_14.23.49,-8.396001,51.886805,1,B,12,5G,-92,-11,-1,13,-,167216,250,D,-,-,-,-,-,C,A709,9CBA,10946828,-94,-13,167466,167466
2019.12.16_14.23.50,-8.396001,51.886805,1,B,12,5G,-91,-11,0,13,-,0,0,D,-,-,-,-,-,C,A709,9CBA,10946828,-93,-14,0,0
2019.12.16_14.23.50,-8.396001,51.886805,1,B,12,5G,-91,-11,0,13,-,0,0,D,76,74,79,2,0,C,A709,9CBA,10946828,-93,-14,0,0
2019.12.16_14.23.51,-8.396001,51.886805,1,B,12,5G,-91,-11,0,13,-,19015,195,D,-,-,-,-,-,C,A709,9CBA,10946828,-93,-14,19210,19210
2019.12.16_14.23.52,-8.396001,51.886805,1,B,12,5G,-91,-10,-1,9,-87,111854,217,D,-,-,-,-,-,C,A709,9CBA,10946828,-92,-17,112071,112071
2019.12.16_14.23.53,-8.396001,51.886805,1,B,12,5G,-91,-10,-1,4,-85,90027,227,D,-,-,-,-,-,C,A709,9CBA,10946828,-92,-17,90254,90254
2019.12.16_14.23.54,-8.396001,51.886805,1,B,12,5G,-91,-18,-1,7,-87,107597,230,D,-,-,-,-,-,C,A709,9CBA,10946828,-91,-13,107827,107827
2019.12.16_14.23.55,-8.396001,51.886805,1,B,12,5G,-91,-18,-1,7,-84,146130,422,D,-,-,-,-,-,C,A709,9CBA,10946828,-91,-13,146552,146552
2019.12.16_14.23.56,-8.396001,51.886805,1,B,12,5G,-92,-16,-3,9,-78,104690,165,D,-,-,-,-,-,C,A709,9CBA,10946828,-91,-18,104855,104855
2019.12.16_14.23.58,-8.396001,51.886805,1,B,12,5G,-92,-16,-3,9,-78,132619,441,D,-,-,-,-,-,C,A709,9CBA,10946828,-91,-18,133060,133060
2019.12.16_14.23.59,-8.396001,51.886805,1,B,11,5G,-91,-19,-7,8,-83,132536,195,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-92,-19,132731,132731
2019.12.16_14.24.00,-8.396001,51.886805,1,B,11,5G,-91,-19,-7,8,-83,138136,207,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-92,-19,138343,138343
2019.12.16_14.24.01,-8.396001,51.886805,1,B,12,5G,-89,-17,-8,13,-,192803,328,D,-,-,-,-,-,C,A709,9CBA,10946828,-93,-18,193131,193131
2019.12.16_14.24.03,-8.396001,51.886805,1,B,12,5G,-91,-14,-2,11,-81,49514,97,D,-,-,-,-,-,C,A709,9CBA,10946828,-92,-18,49611,49611
2019.12.16_14.24.04,-8.396001,51.886805,1,B,12,5G,-91,-14,-2,11,-81,2,3,D,76,73,82,3,0,C,A709,9CBA,10946828,-92,-18,5,5
2019.12.16_14.24.04,-8.396001,51.886805,1,B,12,5G,-91,-14,-2,11,-81,2,3,D,-,-,-,-,-,C,A709,9CBA,10946828,-92,-18,5,5
2019.12.16_14.24.06,-8.396001,51.886805,1,B,12,5G,-91,-17,-3,6,-86,57460,346,D,-,-,-,-,-,C,A709,9CBA,10946828,-92,-19,57806,57806
2019.12.16_14.24.07,-8.396001,51.886805,1,B,12,5G,-91,-17,-3,12,-88,68831,191,D,-,-,-,-,-,C,A709,9CBA,10946828,-92,-19,69022,69022
2019.12.16_14.24.08,-8.396001,51.886805,1,B,12,5G,-94,-18,-3,12,-88,77250,215,D,-,-,-,-,-,C,A709,9CBA,10946828,-93,-19,77465,77465
2019.12.16_14.24.09,-8.396001,51.886805,1,B,12,5G,-94,-18,-3,9,-,67354,230,D,-,-,-,-,-,C,A709,9CBA,10946828,-93,-19,67584,67584
2019.12.16_14.24.10,-8.396001,51.886805,1,B,12,5G,-95,-17,-4,11,-,68716,234,D,-,-,-,-,-,C,A709,9CBA,10946828,-93,-18,68950,68950
2019.12.16_14.24.11,-8.396001,51.886805,1,B,12,5G,-95,-17,-4,11,-,61517,150,D,-,-,-,-,-,C,A709,9CBA,10946828,-93,-18,61667,61667
2019.12.16_14.24.12,-8.396001,51.886805,1,B,12,5G,-93,-17,-3,9,-88,95256,564,D,-,-,-,-,-,C,A709,9CBA,10946828,-95,-19,95820,95820
2019.12.16_14.24.13,-8.396001,51.886805,1,B,12,5G,-93,-17,-3,10,-90,85727,227,D,-,-,-,-,-,C,A709,9CBA,10946828,-95,-19,85954,85954
2019.12.16_14.24.15,-8.396001,51.886805,1,B,12,5G,-91,-17,-1,10,-90,88889,237,D,-,-,-,-,-,C,A709,9CBA,10946828,-94,-20,89126,89126
2019.12.16_14.24.17,-8.396001,51.886805,1,B,12,5G,-92,-16,-2,10,-90,68963,308,D,-,-,-,-,-,C,A709,9CBA,10946828,-95,-19,69271,69271
2019.12.16_14.24.18,-8.396001,51.886805,1,B,12,5G,-92,-16,-2,10,-90,1,1,D,-,-,-,-,-,C,A709,9CBA,10946828,-95,-19,2,2
2019.12.16_14.24.18,-8.396001,51.886805,1,B,12,5G,-92,-16,-2,10,-90,1,1,D,79,76,83,3,0,C,A709,9CBA,10946828,-95,-19,2,2
2019.12.16_14.24.19,-8.396001,51.886805,1,B,12,5G,-88,-14,-1,10,-90,9902,137,D,-,-,-,-,-,C,A709,9CBA,10946828,-91,-19,10039,10039
2019.12.16_14.24.20,-8.396001,51.886805,1,B,12,5G,-88,-14,-1,7,-,29694,133,D,-,-,-,-,-,C,A709,9CBA,10946828,-91,-19,29827,29827
2019.12.16_14.24.21,-8.396001,51.886805,1,B,12,5G,-92,-15,-1,7,-,84286,224,D,-,-,-,-,-,C,A709,9CBA,10946828,-92,-17,84510,84510
2019.12.16_14.24.22,-8.396001,51.886805,1,B,12,5G,-92,-15,-1,11,-93,63702,178,D,-,-,-,-,-,C,A709,9CBA,10946828,-92,-17,63880,63880
2019.12.16_14.24.24,-8.396001,51.886805,1,B,12,5G,-95,-16,-3,11,-93,17500,208,D,-,-,-,-,-,C,A709,9CBA,10946828,-95,-17,17708,17708
2019.12.16_14.24.24,-8.394563,51.887059,23,B,12,5G,-95,-16,-3,8,-94,17500,208,D,-,-,-,-,-,C,A709,9CBA,10946828,-95,-17,17708,17708
2019.12.16_14.24.25,-8.394563,51.887059,23,B,12,5G,-95,-16,-3,8,-94,25509,144,D,-,-,-,-,-,C,A709,9CBA,10946828,-95,-17,25653,25653
2019.12.16_14.24.26,-8.394563,51.887059,23,B,12,5G,-92,-16,1,10,-,51660,190,D,-,-,-,-,-,C,A709,9CBA,10946828,-97,-18,51850,51850
2019.12.16_14.24.27,-8.394563,51.887059,23,B,12,5G,-92,-16,1,10,-,61714,196,D,-,-,-,-,-,C,A709,9CBA,10946828,-97,-18,61910,61910
2019.12.16_14.24.28,-8.394563,51.887059,23,B,12,5G,-94,-17,-1,10,-,72345,235,D,-,-,-,-,-,C,A709,9CBA,10946828,-95,-18,72580,72580
2019.12.16_14.24.29,-8.394563,51.887059,23,B,12,5G,-94,-17,-1,13,-,88389,235,D,-,-,-,-,-,C,A709,9CBA,10946828,-95,-18,88624,88624
2019.12.16_14.24.31,-8.394563,51.887059,23,B,12,5G,-94,-18,0,9,-94,7878,79,D,-,-,-,-,-,C,A709,9CBA,10946828,-107,-2,7957,7957
2019.12.16_14.24.32,-8.394563,51.887059,23,B,12,5G,-94,-18,0,9,-94,7878,79,D,85,72,99,13,0,C,A709,9CBA,10946828,-107,-2,7957,7957
2019.12.16_14.24.32,-8.394563,51.887059,23,B,12,5G,-90,-10,5,9,-94,905,23,D,-,-,-,-,-,C,A709,9CBA,10946828,-97,-17,928,928
2019.12.16_14.24.34,-8.394563,51.887059,23,B,12,5G,-90,-10,5,8,-,14493,193,D,-,-,-,-,-,C,A709,9CBA,10946828,-97,-17,14686,14686
2019.12.16_14.24.35,-8.394563,51.887059,23,B,12,5G,-89,-10,5,11,-94,12134,87,D,-,-,-,-,-,C,A709,9CBA,10946828,-108,-1,12221,12221
2019.12.16_14.24.36,-8.394563,51.887059,23,B,12,5G,-89,-10,5,9,-94,4209,39,D,-,-,-,-,-,C,A709,9CBA,10946828,-108,-1,4248,4248
2019.12.16_14.24.37,-8.394563,51.887059,23,B,12,5G,-89,-10,6,9,-94,2339,32,D,-,-,-,-,-,C,A709,9CBA,10946828,-105,0,2371,2371
2019.12.16_14.24.38,-8.394563,51.887059,23,B,12,5G,-89,-10,6,9,-94,1689,27,D,-,-,-,-,-,C,A709,9CBA,10946828,-105,0,1716,1716
2019.12.16_14.24.39,-8.394563,51.887059,23,B,12,5G,-90,-8,3,9,-94,31082,166,D,-,-,-,-,-,C,A709,9CBA,10946828,-106,0,31248,31248
2019.12.16_14.24.40,-8.394563,51.887059,23,B,12,5G,-90,-8,3,9,-94,48697,126,D,-,-,-,-,-,C,A709,9CBA,10946828,-106,0,48823,48823
2019.12.16_14.24.41,-8.394563,51.887059,23,B,12,5G,-88,-9,6,9,-94,40565,177,D,-,-,-,-,-,C,A709,9CBA,10946828,-102,0,40742,40742
2019.12.16_14.24.42,-8.394563,51.887059,23,B,12,5G,-88,-9,6,7,-94,12464,229,D,-,-,-,-,-,C,A709,9CBA,10946828,-102,0,12693,12693
2019.12.16_14.24.43,-8.394563,51.887059,23,B,12,5G,-91,-13,2,7,-94,1172,29,D,-,-,-,-,-,C,A709,9CBA,10946828,-94,0,1201,1201
2019.12.16_14.24.45,-8.394563,51.887059,23,B,12,5G,-91,-13,2,7,-94,8800,145,D,-,-,-,-,-,C,A709,9CBA,10946828,-94,0,8945,8945
2019.12.16_14.24.46,-8.394563,51.887059,23,B,12,5G,-88,-14,8,7,-94,1,1,D,-,-,-,-,-,C,A709,9CBA,10946828,-94,0,2,2
2019.12.16_14.24.46,-8.394563,51.887059,23,B,12,5G,-88,-14,8,7,-94,1,1,D,76,73,80,3,0,C,A709,9CBA,10946828,-94,0,2,2
2019.12.16_14.24.47,-8.394563,51.887059,23,B,12,5G,-88,-14,8,7,-94,21529,256,D,-,-,-,-,-,C,A709,9CBA,10946828,-94,0,21785,21785
2019.12.16_14.24.48,-8.394563,51.887059,23,B,12,5G,-81,-15,7,12,-90,64331,187,D,-,-,-,-,-,C,A709,9CBA,10946828,-91,-1,64518,64518
2019.12.16_14.24.49,-8.394563,51.887059,23,B,12,5G,-81,-15,7,12,-93,91381,248,D,-,-,-,-,-,C,A709,9CBA,10946828,-91,-1,91629,91629
2019.12.16_14.24.50,-8.394563,51.887059,23,B,12,5G,-87,-15,3,13,-89,55062,699,D,-,-,-,-,-,C,A709,9CBA,10946828,-91,-1,55761,55761
2019.12.16_14.24.51,-8.394563,51.887059,23,B,12,5G,-87,-15,3,12,-,72963,231,D,-,-,-,-,-,C,A709,9CBA,10946828,-91,-1,73194,73194
2019.12.16_14.24.52,-8.394563,51.887059,23,B,12,5G,-93,-20,1,12,-,71265,162,D,-,-,-,-,-,C,A709,9CBA,10946828,-100,-7,71427,71427
2019.12.16_14.24.54,-8.394563,51.887059,23,B,12,5G,-93,-20,1,11,-83,98050,204,D,-,-,-,-,-,C,A709,9CBA,10946828,-100,-7,98254,98254
2019.12.16_14.24.55,-8.394563,51.887059,23,B,12,5G,-90,-17,-1,11,-83,67675,141,D,-,-,-,-,-,C,A709,9CBA,10946828,-96,-7,67816,67816
2019.12.16_14.24.56,-8.394563,51.887059,23,B,12,5G,-90,-17,-1,11,-83,113929,325,D,-,-,-,-,-,C,A709,9CBA,10946828,-96,-7,114254,114254
2019.12.16_14.24.57,-8.394563,51.887059,23,B,12,5G,-90,-18,1,11,-83,126688,211,D,-,-,-,-,-,C,A709,9CBA,10946828,-90,-18,126899,126899
2019.12.16_14.24.57,-8.395998,51.887279,20,B,12,5G,-90,-18,1,11,-83,126688,211,D,-,-,-,-,-,C,A709,9CBA,10946828,-90,-18,126899,126899
2019.12.16_14.24.59,-8.395998,51.887279,20,B,11,5G,-86,-12,-4,10,-,0,0,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-87,-13,0,0
2019.12.16_14.25.00,-8.395998,51.887279,20,B,11,5G,-86,-12,-4,9,-81,0,0,D,75,73,76,1,0,B,A4DF,9CBA,10805003,-87,-13,0,0
2019.12.16_14.25.00,-8.395998,51.887279,20,B,11,5G,-86,-12,-4,9,-81,2060,37,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-87,-13,2097,2097
2019.12.16_14.25.01,-8.395998,51.887279,20,B,12,5G,-88,-15,-12,7,-79,10062,158,D,-,-,-,-,-,C,A709,9CBA,10946828,-,-,10220,10220
2019.12.16_14.25.03,-8.395998,51.887279,20,B,12,5G,-88,-15,-12,10,-77,17574,87,D,-,-,-,-,-,C,A709,9CBA,10946828,-,-,17661,17661
2019.12.16_14.25.04,-8.395998,51.887279,20,B,12,5G,-89,-12,-5,10,-77,18737,89,D,-,-,-,-,-,C,A709,9CBA,10946828,-92,-14,18826,18826
2019.12.16_14.25.05,-8.395998,51.887279,20,B,12,5G,-89,-12,-5,8,-75,20441,89,D,-,-,-,-,-,C,A709,9CBA,10946828,-92,-14,20530,20530
2019.12.16_14.25.06,-8.395998,51.887279,20,B,12,5G,-84,-11,1,14,-73,19095,73,D,-,-,-,-,-,C,A709,9CBA,10946828,-87,-15,19168,19168
2019.12.16_14.25.07,-8.395998,51.887279,20,B,12,5G,-84,-11,1,14,-73,56660,208,D,-,-,-,-,-,C,A709,9CBA,10946828,-87,-15,56868,56868
2019.12.16_14.25.08,-8.395998,51.887279,20,B,11,5G,-82,-13,-4,10,-70,137289,209,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-87,-18,137498,137498
2019.12.16_14.25.09,-8.395998,51.887279,20,B,11,5G,-82,-13,-4,14,-,286411,725,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-87,-18,287136,287136
2019.12.16_14.25.10,-8.395998,51.887279,20,B,11,5G,-68,-8,21,15,-61,243735,224,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-78,-7,243959,243959
2019.12.16_14.25.11,-8.395998,51.887279,20,B,11,5G,-68,-8,21,15,-61,200915,195,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-78,-7,201110,201110
2019.12.16_14.25.12,-8.395998,51.887279,20,B,11,5G,-67,-8,21,9,-65,158697,149,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-77,-7,158846,158846
2019.12.16_14.25.14,-8.395998,51.887279,20,B,11,5G,-67,-8,21,9,-65,1,2,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-77,-7,3,3
2019.12.16_14.25.14,-8.395998,51.887279,20,B,11,5G,-67,-8,21,9,-65,1,2,D,74,73,76,1,0,B,A4DF,9CBA,10805003,-77,-7,3,3
2019.12.16_14.25.15,-8.395998,51.887279,20,B,11,5G,-73,-10,12,14,-68,15152,180,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-79,-15,15332,15332
2019.12.16_14.25.16,-8.395998,51.887279,20,B,11,5G,-73,-10,12,14,-68,21940,65,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-79,-15,22005,22005
2019.12.16_14.25.17,-8.395998,51.887279,20,B,11,5G,-73,-9,3,14,-65,20188,73,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-80,-4,20261,20261
2019.12.16_14.25.18,-8.395998,51.887279,20,B,11,5G,-73,-9,3,14,-65,20387,70,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-80,-4,20457,20457
2019.12.16_14.25.19,-8.397467,51.887324,8,B,11,5G,-73,-9,3,14,-65,18769,59,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-80,-4,18828,18828
2019.12.16_14.25.19,-8.397467,51.887324,8,B,11,5G,-67,-8,16,14,-65,18769,59,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-82,-7,18828,18828
2019.12.16_14.25.20,-8.397467,51.887324,8,B,11,5G,-67,-8,16,14,-65,20797,71,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-82,-7,20868,20868
2019.12.16_14.25.21,-8.397467,51.887324,8,B,11,5G,-65,-8,14,15,-63,20962,72,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-80,-5,21034,21034
2019.12.16_14.25.23,-8.397467,51.887324,8,B,11,5G,-65,-8,14,15,-63,21057,73,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-80,-5,21130,21130
2019.12.16_14.25.24,-8.397467,51.887324,8,B,11,5G,-67,-8,19,15,-63,20439,74,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-79,-3,20513,20513
2019.12.16_14.25.25,-8.397467,51.887324,8,B,11,5G,-67,-8,19,15,-63,20653,76,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-79,-3,20729,20729
2019.12.16_14.25.26,-8.397467,51.887324,8,B,11,5G,-67,-8,19,15,-63,21970,81,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-79,-3,22051,22051
2019.12.16_14.25.26,-8.397467,51.887324,8,B,11,5G,-67,-9,10,15,-63,21970,81,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-80,-3,22051,22051
2019.12.16_14.25.27,-8.397467,51.887324,8,B,11,5G,-67,-9,10,15,-63,0,0,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-80,-3,0,0
2019.12.16_14.25.28,-8.397467,51.887324,8,B,11,5G,-67,-9,10,15,-63,0,0,D,73,72,75,1,0,B,A4DF,9CBA,10805003,-80,-3,0,0
2019.12.16_14.25.28,-8.397467,51.887324,8,B,11,5G,-67,-9,10,15,-63,6992,93,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-80,-3,7085,7085
2019.12.16_14.25.29,-8.397467,51.887324,8,B,11,5G,-67,-9,10,15,-63,32176,90,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-80,-3,32266,32266
2019.12.16_14.25.30,-8.397467,51.887324,8,B,11,5G,-67,-9,17,15,-63,204618,268,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-79,-5,204886,204886
2019.12.16_14.25.31,-8.397467,51.887324,8,B,11,5G,-67,-9,17,15,-63,135473,253,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-79,-5,135726,135726
2019.12.16_14.25.33,-8.397467,51.887324,8,B,11,5G,-66,-10,23,15,-63,132092,248,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-80,-6,132340,132340
2019.12.16_14.25.34,-8.397467,51.887324,8,B,11,5G,-66,-10,23,15,-63,134126,237,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-80,-6,134363,134363
2019.12.16_14.25.35,-8.397467,51.887324,8,B,11,5G,-67,-7,12,15,-63,141426,247,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-80,-6,141673,141673
2019.12.16_14.25.36,-8.397467,51.887324,8,B,11,5G,-67,-7,12,15,-63,150211,245,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-80,-6,150456,150456
2019.12.16_14.25.37,-8.397467,51.887324,8,B,11,5G,-67,-8,18,15,-63,128661,279,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-79,-6,128940,128940
2019.12.16_14.25.38,-8.397467,51.887324,8,B,11,5G,-67,-8,18,15,-63,87064,225,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-79,-6,87289,87289
2019.12.16_14.25.39,-8.397467,51.887324,8,B,11,5G,-66,-8,2,15,-63,91762,249,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-80,-6,92011,92011
2019.12.16_14.25.41,-8.397467,51.887324,8,B,11,5G,-66,-8,2,11,-61,18037,68,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-80,-6,18105,18105
2019.12.16_14.25.41,-8.397467,51.887324,8,B,11,5G,-66,-8,2,11,-61,18037,68,D,75,73,76,1,0,B,A4DF,9CBA,10805003,-80,-6,18105,18105
2019.12.16_14.25.42,-8.397467,51.887324,8,B,11,5G,-66,-8,12,11,-61,773,21,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-78,-4,794,794
2019.12.16_14.25.43,-8.397467,51.887324,8,B,11,5G,-66,-8,12,11,-61,31394,170,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-78,-4,31564,31564
2019.12.16_14.25.44,-8.397467,51.887324,8,B,11,5G,-66,-7,9,11,-61,57344,146,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-79,-4,57490,57490
2019.12.16_14.25.45,-8.397467,51.887324,8,B,11,5G,-66,-7,9,11,-61,322611,296,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-79,-4,322907,322907
2019.12.16_14.25.46,-8.397467,51.887324,8,B,11,5G,-66,-15,9,11,-61,327806,258,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-79,-7,328064,328064
2019.12.16_14.25.47,-8.397467,51.887324,8,B,11,5G,-66,-15,9,11,-61,321894,317,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-79,-7,322211,322211
2019.12.16_14.25.48,-8.397467,51.887324,8,B,11,5G,-66,-13,7,11,-61,319469,280,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-79,-7,319749,319749
2019.12.16_14.25.49,-8.397467,51.887324,8,B,11,5G,-66,-13,7,11,-61,219750,243,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-79,-7,219993,219993
2019.12.16_14.25.50,-8.397467,51.887324,8,B,11,5G,-66,-7,9,11,-61,213797,208,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-78,-6,214005,214005
2019.12.16_14.25.52,-8.397467,51.887324,8,B,11,5G,-66,-7,9,11,-61,230076,237,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-78,-6,230313,230313
2019.12.16_14.25.54,-8.397467,51.887324,8,B,11,5G,-67,-8,19,11,-61,232002,237,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-78,-6,232239,232239
2019.12.16_14.25.54,-8.397467,51.887324,8,B,11,5G,-67,-8,19,11,-61,171351,228,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-78,-6,171579,171579
2019.12.16_14.25.55,-8.397467,51.887324,8,B,11,5G,-66,-9,11,11,-61,0,1,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-78,-3,1,1
2019.12.16_14.25.55,-8.397467,51.887324,8,B,11,5G,-66,-9,11,11,-61,0,1,D,75,74,75,1,0,B,A4DF,9CBA,10805003,-78,-3,1,1
2019.12.16_14.25.56,-8.397467,51.887324,8,B,11,5G,-66,-9,11,11,-61,45229,264,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-78,-3,45493,45493
2019.12.16_14.25.57,-8.397467,51.887324,8,B,11,5G,-67,-10,16,11,-61,309565,351,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-79,-7,309916,309916
2019.12.16_14.25.58,-8.397467,51.887324,8,B,11,5G,-67,-10,16,11,-61,286557,320,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-79,-7,286877,286877
2019.12.16_14.25.59,-8.397467,51.887324,8,B,11,5G,-69,-13,3,11,-61,244154,232,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-79,-7,244386,244386
2019.12.16_14.26.00,-8.397467,51.887324,8,B,11,5G,-69,-13,3,11,-64,213836,191,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-79,-7,214027,214027
2019.12.16_14.26.01,-8.397467,51.887324,8,B,11,5G,-67,-12,13,11,-64,230991,212,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-80,-10,231203,231203
2019.12.16_14.26.02,-8.397467,51.887324,8,B,11,5G,-67,-12,13,11,-64,168694,199,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-80,-10,168893,168893
2019.12.16_14.26.03,-8.397467,51.887324,8,B,11,5G,-67,-7,12,13,-62,176395,246,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-79,-8,176641,176641
2019.12.16_14.26.05,-8.397467,51.887324,8,B,11,5G,-67,-7,12,13,-62,201270,251,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-79,-8,201521,201521
2019.12.16_14.26.06,-8.397467,51.887324,8,B,11,5G,-68,-9,15,13,-62,201680,206,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-78,-7,201886,201886
